,split:10step:10,split:20step:10,split:30step:10,split:40step:10,split:50step:10,split:60step:10,split:70step:10,split:80step:10,split:90step:10,split:20step:20,split:40step:20,split:60step:20,split:80step:20,split:30step:30,split:60step:30,split:90step:30,split:50step:50
14,16.188718795776364,16.84408378601074,16.237234115600586,21.711742401123043,25.687358856201175,32.66835403442383,37.76531600952148,9.710714340209961,67.33098602294922,16.716432571411133,14.302748680114748,18.771045684814457,20.121229171752933,13.865262031555174,12.50248718261719,-2.8788266181945805,14.419316291809084
15,19.658580780029297,19.645299911499023,18.494558334350586,23.57102584838867,27.22021865844727,33.78493118286133,38.54269027709961,11.87533760070801,67.33415985107422,19.757698059082035,16.75636863708496,20.679122924804684,22.514972686767578,16.60549926757813,16.053955078124996,0.8511803150177001,17.3077392578125
16,19.904102325439453,19.84349250793457,18.65427589416504,23.702571868896488,27.328670501708988,33.86392974853515,38.59769058227539,12.028490066528319,67.33437347412108,19.972877502441406,16.929967880249027,20.814128875732425,22.684337615966793,16.79896545410156,16.304809570312496,1.1099228858947754,17.51210594177246
17,20.407894134521488,20.250181198120114,18.98199462890625,23.972501754760742,27.551216125488274,34.02603530883788,38.71055221557618,12.34275245666504,67.33480072021484,20.4144115447998,17.286190032958984,21.09114265441895,23.031867980957028,17.195699691772464,16.81930160522461,1.638949632644653,17.931444168090817
18,21.491851806640625,21.125188827514652,19.687108993530273,24.553281784057614,28.030029296875007,34.37481689453125,38.95337677001954,13.018907546997072,67.33570861816405,21.364404678344723,18.05261993408203,21.687164306640625,23.779598236083988,18.048261642456055,17.92520332336426,2.769229888916015,18.8336181640625
19,22.868690490722656,22.236572265625004,20.582712173461918,25.29095268249512,28.63819122314453,34.81781768798828,39.26180267333984,13.877729415893556,67.33681488037108,22.5710391998291,19.026100158691403,22.444204330444332,24.72933197021484,19.128707885742188,19.327335357666016,4.190663814544679,19.97875022888184
20,23.663547515869144,22.878147125244144,21.09971237182617,25.716794967651364,28.98927307128907,35.07355117797851,39.43984603881837,14.373504638671871,67.33744049072266,23.267597198486325,19.58806228637695,22.881221771240234,25.277593612670902,19.7509765625,20.135261535644528,5.004822731018067,20.63911056518555
21,27.72002792358399,26.152101516723636,23.737993240356445,27.88985252380371,30.780822753906246,36.37856674194336,40.34841537475586,16.9034423828125,67.34039306640625,26.822118759155273,22.455764770507816,25.111326217651364,28.075393676757805,22.903873443603512,24.23466110229492,9.103116989135742,24.00019454956055
22,28.51504516601562,26.79368019104004,24.254997253417972,28.315690994262688,31.13190078735351,36.634300231933594,40.52645874023438,17.399215698242188,67.34092712402344,27.51867866516114,23.017726898193363,25.548345565795895,28.623668670654293,23.515911102294922,25.031932830810543,9.89796543121338,24.65693473815918
23,29.133613586425785,27.29284858703614,24.657253265380856,28.64700889587403,31.405052185058587,36.83327102661132,40.664989471435554,17.784946441650394,67.34133911132814,28.060621261596673,23.454956054687496,25.888360977172848,29.05024528503418,23.99040603637695,25.650463104248047,10.515117645263672,25.167465209960938
24,29.870456695556634,27.887441635131832,25.136402130126957,29.041666030883782,31.730422973632812,37.0702781677246,40.82999420166016,18.244415283203125,67.3418197631836,28.706171035766598,23.975772857666016,26.29338264465332,29.5583782196045,24.553447723388675,26.384975433349606,11.24906349182129,25.77512168884277
25,30.843883514404304,28.672893524169925,25.769351959228512,29.563009262084957,32.16023635864258,37.383369445800774,41.04796981811524,18.85137939453125,67.34243774414062,29.558946609497067,24.66376876831055,26.828414916992184,30.22961997985839,25.293190002441403,27.351039886474602,12.217103958129881,26.577079772949222
26,31.347904205322266,29.079561233520508,26.09706497192383,29.832937240600582,32.382774353027344,37.54546737670899,41.16082763671876,19.165630340576172,67.34275054931642,30.00046730041504,25.01997375488281,27.105430603027337,30.577159881591804,25.674186706542972,27.849018096923825,12.71786308288574,26.991983413696296
27,32.00842285156249,29.612501144409183,26.526527404785156,30.186666488647454,32.67440414428712,37.75789642333984,41.30872344970704,19.577457427978512,67.34315490722656,30.57907676696778,25.48677825927734,27.468450546264652,31.032606124877937,26.171176910400394,28.48672866821289,13.373838424682615,27.535390853881836
28,32.95832443237305,30.378877639770504,27.144104003906257,30.695344924926754,33.09377670288086,38.06338119506836,41.521404266357415,20.169670104980465,67.34371948242186,31.411127090454094,26.158061981201175,27.9904842376709,31.687551498413093,26.880771636962887,29.363929748535153,14.317077636718752,28.31623077392578
29,34.07390213012696,31.27884483337403,27.86932754516602,31.292684555053714,33.586246490478516,38.422103881835945,41.77115249633788,20.865112304687504,67.3443603515625,32.38821411132812,26.946353912353516,28.603521347045906,32.45667266845703,27.7072639465332,30.337978363037116,15.425546646118168,29.232366561889652
30,34.57804107666015,31.685523986816406,28.197048187255863,31.562616348266598,33.80878448486328,38.58420944213868,41.88401412963868,21.179374694824215,67.34465026855469,32.829734802246094,27.30256652832032,28.880540847778317,32.80422592163085,28.080047607421868,30.759368896484382,15.927038192749023,29.64606285095215
31,36.94427871704101,33.594097137451165,29.735054016113274,32.82941818237305,34.85318756103516,39.34497833251953,42.41366958618165,22.654220581054684,67.3459243774414,34.901870727539055,28.974327087402337,30.18063163757325,34.43535614013672,29.82808685302735,32.591732025146484,18.28995132446289,31.534833908081055
32,38.43893432617187,34.799442291259766,30.70637130737304,33.62945938110351,35.512767791748054,39.825439453125,42.74817276000976,23.58564758300781,67.34669494628905,36.21049880981445,30.030105590820316,31.001689910888675,35.46549987792969,30.930446624755852,33.63179779052735,19.794790267944332,32.65155029296875
33,38.826736450195305,35.11215591430663,30.958370208740227,33.83702087402344,35.68389129638672,39.950088500976555,42.83495330810546,23.827297210693356,67.34688568115233,36.55000305175782,30.304016113281243,31.21471023559571,35.732765197753906,31.216182708740234,33.88719940185546,20.18742179870606,32.932476043701165
34,41.77681732177734,37.49053955078125,32.87496185302735,35.41565704345703,36.9853744506836,40.898124694824226,43.49499130249023,25.66518783569336,67.34828186035158,39.13217163085938,32.38729095458985,32.834835052490234,37.765533447265625,33.38505935668945,35.65141677856445,23.164873123168945,34.96542358398437
35,44.693401336669915,39.84099960327149,34.76908493041992,36.975780487060554,38.27159881591797,41.83503723144532,44.147285461425774,27.481523513793952,67.34954833984375,41.68402862548829,34.446136474609375,34.43591690063477,39.77457427978515,35.51786804199218,37.24013137817383,26.049818038940426,36.82310485839843
36,45.23640060424804,40.27849197387695,35.121639251708984,37.266170501708984,38.511005401611335,42.00943374633788,44.2686996459961,27.81959724426269,67.34977722167969,42.15900421142578,34.8293571472168,34.7339210510254,40.14853286743163,35.91324234008788,37.52600860595703,26.578878402709957,37.155067443847656
37,46.82925033569335,41.56161499023438,36.15565490722656,38.117855072021484,39.21316146850586,42.52090072631837,44.62479400634765,28.81114959716797,67.35041046142578,43.55204010009765,35.953304290771484,35.60788726806641,41.24535369873046,37.069061279296875,38.3510856628418,28.112911224365227,38.10704040527344
38,47.9557991027832,42.46888732910157,36.88680267333985,38.72007369995117,39.70965576171875,42.8825569152832,44.87658691406251,29.512271881103516,67.35084533691406,44.53703308105468,36.74805068969726,36.22579956054687,42.02093505859374,37.88041305541992,38.92487335205078,29.179212570190426,38.76243591308594
39,52.770797729492195,46.3444709777832,40.01013565063476,41.292671203613274,41.830596923828125,44.42750930786133,45.95222473144531,32.507354736328125,67.35254669189453,48.55202484130859,40.14313125610351,38.86394119262696,45.33442687988282,40.905189514160156,41.340084075927734,33.55415344238281,41.25894546508789
40,52.77991485595704,46.35180664062501,40.01605606079102,41.29753875732421,41.834609985351555,44.43043136596679,45.95426177978516,32.51302337646485,67.35254669189453,48.55857086181641,40.14955902099609,38.868934631347656,45.34070587158204,40.91019058227538,41.344676971435554,33.56233596801758,41.26282119750976
41,53.051799774169915,46.57052612304688,40.19232559204101,41.442733764648445,41.95431518554687,44.51762771606446,46.014972686767585,32.682064056396484,67.3526382446289,48.7516860961914,40.34117126464843,39.017681121826165,45.52773284912109,41.05593490600585,41.481681823730476,33.80610275268555,41.37682723999023
42,54.93888854980469,48.08829879760743,41.41562271118163,42.45034408569337,42.785022735595696,45.12273025512696,46.43626785278321,33.855140686035156,67.35323333740234,49.984634399414055,41.67096328735352,40.049140930175774,46.82572174072265,41.90528106689454,42.44462966918945,35.49620056152343,42.09493255615235
43,59.395420074462905,51.6704978942871,44.30341720581055,44.829048156738274,44.746082305908196,46.551219940185554,47.43090438842773,36.62445449829101,67.35452270507812,52.29788208007812,44.79713439941406,42.47194671630859,49.52117919921875,42.972515106201165,44.910621643066406,39.476165771484375,43.37936782836913
44,60.23524093627928,52.34532165527343,44.84759140014648,45.27731323242187,45.11564254760742,46.820415496826165,47.61834716796876,37.14632797241211,67.35474395751952,52.6603775024414,45.33140182495117,42.92468643188477,49.930362701416016,43.05777359008788,45.43293380737304,40.224925994873054,43.570663452148445
45,61.26659393310547,53.174026489257805,45.515949249267585,45.827903747558594,45.5695571899414,47.15105819702148,47.84858703613281,37.78731918334962,67.35501098632811,53.08005523681641,45.93127059936523,43.47780609130859,50.39917373657226,43.12945938110352,46.114608764648445,41.14432907104493,43.788040161132805
46,63.3080062866211,54.8145523071289,46.839588165283196,46.918376922607415,46.468547821044915,47.80590438842773,48.30463409423828,39.056827545166016,67.35552215576172,53.838127136230455,46.96099472045899,44.55899047851562,51.23398971557618,43.17676544189453,47.48077392578125,42.96560287475586,44.16887283325195
47,64.10450744628905,55.45486831665038,47.356464385986335,47.34424209594727,46.81962966918945,48.06164169311523,48.48274612426757,39.55260467529297,67.355712890625,54.11093902587892,47.31383895874024,44.9737548828125,51.53122329711913,43.16488647460937,47.997814178466804,43.677711486816406,44.30215072631837
48,65.79183197021484,56.812206268310554,48.45276260375976,48.24763107299804,47.56436920166016,48.60412979125976,48.86063003540038,40.604290008544915,67.35610198974611,54.652267456054695,47.985271453857415,45.83768463134766,52.11742782592773,43.08978652954102,48.90131759643554,45.19247817993163,44.56113815307617
49,73.77336883544922,63.29738998413085,53.707248687744155,52.59645080566407,51.14906692504882,51.215312957763665,50.681804656982415,45.66645431518554,67.35773468017578,56.718017578125014,50.21749114990235,49.443801879882805,54.381225585937486,42.07763671875,50.68460464477539,51.403961181640625,45.5603370666504
50,74.99716949462892,64.3176498413086,54.535991668701186,53.29244232177735,51.72266769409179,51.63315200805663,50.9740219116211,46.47650909423829,67.35796356201172,56.98029327392577,50.475906372070305,49.79730224609376,54.69007110595704,41.894237518310554,50.9156265258789,52.04035568237304,45.717365264892585
51,75.30281066894531,64.57479095458984,54.7453498840332,53.46888351440428,51.86807632446289,51.73907089233398,51.04816055297852,46.68185424804688,67.35801696777344,57.04384613037108,50.53865814208984,49.879753112792976,54.76690673828124,41.85009002685547,50.98756790161133,52.18548965454102,45.758705139160156
52,77.7112503051758,66.65183258056642,56.45045089721678,54.916522979736314,53.06100845336914,52.60811233520507,51.65789413452148,48.36664962768554,67.35845947265625,57.515747070312514,51.01948165893554,50.47917556762696,55.37927246093751,41.56029510498046,52.00685119628907,53.1165885925293,46.13730239868163
53,78.84249877929689,67.67860412597656,57.30923080444335,55.65445327758788,53.669055938720696,53.051105499267585,51.970077514648445,49.22551345825196,67.35867309570311,57.71685028076171,51.24654388427735,50.73117828369141,55.681705474853516,41.5003890991211,52.906135559082024,53.47075653076173,46.37148284912109
54,81.96179962158202,71.42059326171875,60.74180221557618,58.72550964355469,56.20069122314454,54.896812438964844,53.2928123474121,52.80441665649413,67.3595199584961,58.124351501464844,52.1458511352539,51.45970153808593,56.911174774169936,43.303730010986335,57.69926452636718,54.355205535888665,48.00702285766602
55,80.70817565917967,72.72787475585938,62.71916198730467,60.76809692382811,57.891986846923814,56.134395599365234,54.21619033813477,55.20556259155272,67.36010742187501,58.18282318115236,52.812877655029304,51.76507568359376,57.76242828369141,47.60576629638671,61.643745422363295,55.04064941406249,50.417522430419915
56,78.52615356445312,72.62396240234375,63.361064910888686,61.60811996459962,58.59406280517577,56.651557922363274,54.61356735229493,56.20991897583009,67.36038208007812,58.19075775146486,53.11293411254882,51.86624526977539,58.15050888061522,49.54347229003907,63.22917938232422,55.47749710083009,51.878768920898445
57,72.55744934082031,69.35530090332031,63.918884277343736,63.454551696777344,60.18068313598633,57.84239959716798,55.617248535156264,58.5283088684082,67.3612518310547,58.260566711425795,53.691989898681655,52.05842971801758,59.25588989257812,54.45964813232422,67.018798828125,56.591754913330085,55.435791015625
58,68.0643768310547,64.12639617919922,62.6738510131836,64.60167694091795,61.26475906372071,58.705886840820305,56.51588439941406,60.2215919494629,67.36231994628908,58.377532958984375,53.985412597656236,52.1713523864746,60.467666625976555,58.608634948730455,70.02145385742188,57.62152099609374,58.28185653686524
59,66.31175994873047,62.099361419677734,61.537002563476555,64.94384002685548,61.64085006713868,59.03053283691406,56.92222595214844,60.85437774658203,67.36292266845703,58.44623565673828,54.05447006225586,52.20930099487305,61.15730667114257,60.366886138916,71.25167083740236,58.08876419067382,59.442016601562514
60,64.74000549316406,60.29875183105468,60.0972442626953,65.17801666259766,61.94608688354492,59.3133544921875,57.32180786132814,61.374439239501946,67.36358642578125,58.521675109863274,54.088413238525405,52.2406349182129,61.80046081542969,62.02831268310547,72.39310455322267,58.499217987060554,60.5090980529785
61,62.782730102539055,58.08645248413086,57.80072402954103,65.3482437133789,62.27274703979491,59.64112854003907,57.87425994873047,61.96428680419921,67.36460876464845,58.63585662841798,54.10854721069335,52.27617263793945,62.55656814575196,64.22833251953124,73.88152313232423,58.98414611816406,61.874641418457024
62,56.93688583374025,51.20582962036132,50.85877990722657,64.53171539306639,62.72933578491212,60.507289886474624,60.19641494750977,63.54954528808592,67.37017822265626,59.10544586181642,54.21765518188478,52.36519622802734,64.6402587890625,72.05484008789062,78.9352798461914,60.32742309570311,66.52967834472656
63,56.67837142944336,50.86159133911132,50.530693054199226,64.41368865966795,62.71964263916017,60.54441833496093,60.34101486206055,63.62166976928712,67.3705825805664,59.13572692871093,54.22567367553711,52.36870956420899,64.73206329345702,72.44940185546875,79.18639373779298,60.38697433471681,66.76853942871092
64,50.47016143798828,40.94993591308594,40.048480987548835,54.46268463134765,57.788139343261726,61.17421340942384,68.79307556152342,65.5683059692383,67.40287780761719,61.09642028808594,55.126110076904304,52.40156173706055,67.31504821777344,85.67364501953124,87.73760223388673,62.15425109863282,75.00438690185547
65,50.28038787841796,40.42295837402343,39.35283660888672,53.62191772460938,56.732509613037095,61.140193939208984,69.88626098632812,65.70877075195312,67.4078598022461,61.35068511962891,55.27773284912109,52.3918342590332,67.50349426269531,86.65417480468749,88.37841033935547,62.27691650390625,75.63822174072266
66,51.382854461669915,38.168819427490234,35.527000427246094,47.24713134765624,46.233932495117195,59.68163681030275,84.31352233886717,67.32939910888673,67.48773193359375,64.1704330444336,57.55941390991211,52.10366058349609,69.3267822265625,95.18410491943358,93.95194244384767,63.27207946777343,81.28617858886717
67,52.691787719726555,38.5437355041504,35.46229553222656,45.925956726074226,43.47708129882812,58.682678222656236,89.94033050537111,67.97601318359375,67.52600860595705,65.14268493652344,58.46200561523438,51.98448944091796,69.91520690917967,97.40023040771486,95.39926147460936,63.503074645996094,82.78174591064455
68,57.482517242431626,42.77017974853515,38.99499511718751,44.55521392822265,35.45750427246094,51.8140640258789,113.75611114501952,71.15556335449219,67.72992706298828,68.981689453125,61.91139602661132,51.8050880432129,72.46749877929688,104.0327911376953,99.72578430175783,64.09215545654297,87.10286712646483
69,69.28009033203125,67.51155853271484,71.7514419555664,74.54364776611328,45.363052368164055,25.159965515136722,198.41622924804685,115.04698181152347,70.72450256347656,90.71463012695314,84.16609954833986,57.023761749267564,82.47352600097656,121.84023284912112,110.90733337402342,64.90550231933595,96.23410034179686
70,73.8407440185547,77.01873016357423,84.89393615722658,88.62158966064455,64.25348663330078,31.275060653686527,221.82626342773435,144.61088562011722,72.43585205078125,100.5458526611328,95.89938354492189,62.845596313476555,87.10716247558594,127.35015106201173,113.4349899291992,65.12338256835938,98.92850494384764
71,77.25949096679686,84.0594482421875,94.60961151123045,99.04895019531251,78.43229675292969,47.026683807373054,230.84715270996097,163.75271606445315,70.17565917968751,107.97312927246095,105.23272705078126,69.7281951904297,92.12918090820311,131.26441955566406,114.49404144287112,65.27557373046875,100.87065887451173
72,95.04737091064455,121.35334014892578,146.35069274902347,154.7618255615234,154.37796020507815,150.9764251708984,258.4429931640625,203.26277160644534,70.23524475097658,149.18176269531247,159.27456665039062,135.93002319335938,154.5380096435547,150.46322631835938,103.26561737060545,65.92446899414062,111.24761199951169
73,99.89805603027345,131.61354064941406,160.62236022949216,170.15243530273438,175.38348388671872,179.8291015625,265.75921630859375,211.38500976562503,70.21046447753905,160.7342834472656,174.5091705322266,157.19020080566406,176.71380615234372,154.74986267089844,92.61550903320312,66.09230804443358,114.09455871582028
74,110.33295440673827,153.72949218749997,191.4025115966797,203.35626220703122,220.71339416503912,242.10307312011713,281.5488891601563,228.91542053222653,70.12528991699219,185.71908569335935,207.4700164794922,203.2499084472656,224.87951660156253,160.65673828125,63.534008026123054,66.47708892822266,120.15140533447266
75,118.95340728759764,172.0216217041016,216.86906433105466,230.83319091796878,258.2313537597656,293.65048217773443,294.6182861328125,243.4260406494141,69.79528045654297,206.33317565917966,234.67504882812503,241.2242279052734,264.4136352539062,161.10247802734372,30.739654541015618,66.82238769531251,124.98847961425781
76,125.85179138183592,186.6657257080078,237.25914001464844,252.83430480957034,288.27441406249994,334.9300231933593,305.08410644531244,255.04547119140625,69.39720153808594,222.73609924316412,256.299072265625,271.1770935058593,294.7938537597656,158.63369750976562,0.7110033035278319,67.09883880615236,128.6320037841797
77,136.96412658691403,210.26084899902344,270.1139831542969,288.2866516113281,336.6878051757812,401.4555358886719,321.94949340820307,273.7651062011719,68.75676727294922,248.80931091308588,290.51525878906256,316.9877319335938,336.1122436523437,152.61546325683594,-48.25558471679687,67.54063415527342,133.5964050292969
78,139.26234436035156,215.14108276367185,276.9095458984375,295.61962890625006,346.7020874023438,415.21740722656256,325.4378051757812,277.6352233886718,68.62454223632811,254.115951538086,297.4275207519531,325.83316040039057,343.7497863769532,151.15982055664062,-58.38520431518554,67.63144683837892,134.38336181640625
79,145.48435974121094,228.3543548583984,295.3085021972657,315.47412109374994,373.8169250488282,452.4827270507813,334.88162231445307,288.1058349609375,68.26712799072267,268.2543029785156,315.66656494140625,349.50225830078125,362.57192993164057,146.6703186035156,-85.8147506713867,67.876220703125,136.094482421875
80,158.09480285644528,255.13616943359378,332.6000366210938,355.7179565429687,428.782958984375,528.0546875,354.00625610351557,309.22741699218756,67.54654693603514,295.27001953125,350.5903625488281,394.78302001953125,399.92666625976557,135.8504333496094,-141.43434143066403,68.36674499511717,137.5538482666016
81,161.5488586425781,262.4723815917969,342.8146057128907,366.74191284179693,443.84194946289074,548.7723388671874,359.2342834472657,314.95306396484375,67.3504867553711,302.36907958984375,359.98342895507807,406.6534423828125,410.08825683593744,132.5462646484375,-156.67840576171872,68.49963378906251,137.4542236328125
82,162.32524108886716,264.1213073730469,345.11044311523443,369.21972656249994,447.22695922851574,553.4306030273438,360.4082641601563,316.2333068847656,67.30656433105467,303.9608459472657,362.08251953125,409.32077026367193,412.36523437500006,131.77589416503906,-160.1054534912109,68.52938842773439,137.40083312988278
83,166.1086120605469,272.1572265625,356.2987670898438,381.29528808593756,463.7242736816405,576.1416015625001,366.12023925781256,322.4222717285157,67.09300994873047,311.6940002441407,372.2339477539062,422.3147277832032,423.41394042968756,127.84861755371095,-176.81124877929685,68.67403411865234,136.94747924804688
84,169.25798034667966,278.8469543457031,365.6123352050781,391.3478393554687,477.45968627929693,595.0637817382812,370.8599243164063,327.4883422851563,66.91626739501955,318.09625244140625,380.5646362304687,433.1245422363281,432.5325012207031,124.32073974609378,-190.72500610351565,68.79436492919922,136.2742004394531
85,181.6188659667969,305.1056823730469,402.1642456054688,430.8062744140625,531.3973388671876,669.5599365234375,389.16650390625006,347.1950378417968,66.23448181152342,342.7595825195312,411.8103637695312,475.45166015625,466.9339294433593,106.9960479736328,-245.4310913085937,69.26683044433594,129.91044616699216
