,5 incremental,5 scratch,10 incremental,10 scratch,15 incremental,15 scratch,20 incremental,20 scratch,25 incremental,25 scratch,30 incremental,30 scratch,35 incremental,35 scratch,40 incremental,40 scratch,45 incremental,45 scratch,50 incremental,50 scratch,55 incremental,55 scratch,60 incremental,60 scratch,65 incremental,65 scratch,70 incremental,70 scratch,75 incremental,75 scratch,80 incremental,80 scratch,85 incremental,85 scratch,90 incremental,90 scratch,95 incremental,95 scratch
0,-1.9025292575359343,-10.397557044029236,2.2303770065307615,5.023580014705657,2.5170043855905533,5.443739020824432,3.0689263582229613,2.606698143482208,1.532810568809509,4.181832134723663,-12.197420954704283,-3.7539907932281493,-12.780313873291016,-9.48000078201294,-11.16353235244751,-4.970349144935607,-8.848354864120484,-1.6520318388938904,-0.8897051572799682,1.3438009381294251,1.762194192409515,5.747656774520875,3.0201692163944243,3.890371882915497,6.872119140625001,11.206980657577514,8.894041776657104,13.550242519378664,10.664551448822023,15.089989566802979,11.208513736724854,14.109097957611084,0.650589084625244,7.13149127960205,6.9297970771789545,9.129028749465942,-2.8933968663215643,2.0018466472625733
1,-1.3091509222984317,-9.600944471359254,2.8084613323211673,5.574862360954286,3.0285390257835383,6.006153273582458,3.588134503364563,3.1014929890632628,2.038744878768921,4.570540058612823,-11.53543689250946,-3.2558411121368405,-12.115244960784912,-8.901213121414184,-10.513286352157593,-4.458106517791748,-8.23691143989563,-1.1887172162532806,-0.3996292591094971,1.8101783275604246,2.2252732753753666,6.116843616962433,3.5099313139915465,4.321258574724197,7.153802156448364,11.372882676124572,9.096058893203734,13.5823073387146,10.791715526580811,15.037335014343263,11.287807846069336,14.036826038360596,1.374057674407959,7.386076784133911,6.9467551708221436,9.006112670898437,-1.3151843786239628,2.396132737398148
2,-0.6915776193141938,-8.77185606956482,3.4104609012603757,6.146645951271058,3.5613976120948796,6.591149568557739,4.127798700332642,3.613889694213867,2.5657410919666286,4.9742079973220825,-10.844721388816835,-2.7358979701995847,-11.420561408996583,-8.296192216873168,-9.834133529663086,-3.9233564615249636,-7.598142004013061,-0.7056470155715943,0.11244911551475512,2.295437097549439,2.709098362922668,6.500957727432251,4.018288028240204,4.769438165426255,7.4457793712615965,11.544850182533263,9.30538454055786,13.614795398712157,10.92259178161621,14.980072402954102,11.365580081939695,13.956221961975096,2.1246125221252443,7.641872453689576,6.947021818161011,8.840836811065675,0.3163094639778137,2.773801970481873
3,0.5425049126148224,-7.115090036392212,4.614453530311585,7.2816811323165895,4.627434921264649,7.758593225479126,5.203278756141662,4.629767537117004,3.6190525054931637,5.7777406692504885,-9.459073662757874,-1.692085242271423,-10.024841785430908,-7.0789999008178714,-8.46976113319397,-2.8498167872428892,-6.314499998092652,0.26192482709884646,1.1413308680057526,3.2641439676284794,3.6809086084365843,7.2675861120224,5.028986835479736,5.663716900348663,8.025521755218506,11.885991287231445,9.720520353317259,13.677021026611328,11.17957820892334,14.858406162261963,11.50697593688965,13.778075885772706,3.6158441543579105,8.124511814117431,6.889071393013001,8.386226463317872,3.531206369400025,3.408401048183441
4,2.8421945154666903,-4.028459787368774,6.861574172973633,9.362628841400147,6.615682363510132,9.918921279907227,7.193876791000367,6.4921284198760985,5.576986646652221,7.263065767288208,-6.857489490509034,0.271805167198181,-7.397614812850953,-4.7809938788414,-5.902157831192017,-0.8322324454784393,-3.8977210521698,2.0712385416030883,3.076028853654862,5.064330005645752,5.501264667510986,8.68974826335907,6.885210561752318,7.320697832107544,9.091638708114624,12.512638998031616,10.481834411621096,13.783517932891847,11.640835762023926,14.610321712493896,11.71985855102539,13.389036560058594,6.357438540458679,8.911280918121339,6.546693277359009,7.016059541702271,9.287197732925415,4.085918533802032
5,3.3953168332576755,-3.286398696899414,7.402598142623901,9.856216287612915,7.093470621109008,10.432226419448853,7.669332838058471,6.933699131011963,6.045526027679444,7.6177966594696045,-6.227955389022827,0.7481202661991119,-6.760713195800782,-4.2223822593688976,-5.279864859580994,-0.34377305507659917,-3.311849093437195,2.5071285128593446,3.5443272173404696,5.496003222465515,5.939245653152465,9.030158352851869,7.32483549118042,7.716670513153077,9.345016431808471,12.661585712432862,10.662491130828856,13.807327747344972,11.748211288452149,14.546536827087403,11.760934638977051,13.285198307037353,7.004606056213381,9.076891803741455,6.415656495094299,6.571918678283692,10.612717723846435,4.139326655864716
6,4.933403778076172,-1.2238639354705811,8.907327079772948,11.21420078277588,8.419169330596922,11.840473413467407,8.982854270935059,8.148006200790405,7.340644407272339,8.599930667877198,-4.469594883918763,2.0812152147293093,-4.979773235321045,-2.6567764759063723,-3.540056884288787,1.0203524410724643,-1.6739970564842224,3.718719816207886,4.851424157619476,6.693319940567016,7.154716396331787,9.97292103767395,8.531916379928589,8.812706422805785,10.04292335510254,13.072162580490113,11.15990695953369,13.869916629791259,12.03952007293701,14.360708713531494,11.854463005065918,12.975414085388184,8.757822513580322,9.485649585723877,5.94818754196167,5.080932831764222,14.152821350097657,4.0424986481666565
7,6.256904649734498,0.5490418553352356,10.198441648483277,12.36408281326294,9.555427312850952,13.027532386779786,10.101403427124025,9.17719612121582,8.44475178718567,9.439805173873902,-2.947478312253952,3.2389394462108614,-3.435917091369629,-1.2949126720428468,-2.032570618391037,2.2003491520881653,-0.255526226758957,4.75910507440567,5.980690681934356,7.71955451965332,8.195558643341064,10.77802667617798,9.551559352874756,9.749572229385375,10.635439014434816,13.421339797973634,11.582098865509034,13.919510459899904,12.281620025634767,14.190686511993405,11.911217689514158,12.68375654220581,10.20478391647339,9.77309112548828,5.42889666557312,3.4766950607299805,17.02496705055237,3.6528533577919005
8,6.516093206405639,0.8960072994232178,10.450151824951172,12.587066555023194,9.77737431526184,13.25711545944214,10.319059371948242,9.37708501815796,8.659854221343995,9.603776168823241,-2.6484008133411407,3.4668965399265295,-3.1323291778564455,-1.0265684366226195,-1.7362762272357941,2.4320643007755285,0.023140645027160664,4.962467694282532,6.202190017700195,7.9200441360473635,8.398672294616699,10.934890556335448,9.749088859558105,9.932261180877685,10.7505952835083,13.489295768737794,11.664145183563232,13.928765869140623,12.328087520599365,14.15627212524414,11.919775390625002,12.623962211608886,10.481181716918945,9.822166252136231,5.315668153762818,3.125192141532898,17.568709087371825,3.5425055563449854
9,6.892550897598266,1.3998584866523742,10.814987850189208,12.909607315063477,10.099303913116454,13.588821029663087,10.634384727478027,9.666456508636475,8.97167568206787,9.841712474822998,-2.213398480415344,3.798759198188782,-2.6906305491924285,-0.6358239650726318,-1.3053036630153656,2.7689988255500797,0.42838504314422604,5.25758559703827,6.524038887023925,8.210962772369385,8.693162631988525,11.162243461608886,10.034749412536621,10.19712176322937,10.917342948913575,13.587762451171875,11.782919311523438,13.941946697235107,12.39502182006836,14.105629348754883,11.93071346282959,12.535528945922852,10.878623771667481,9.889165782928465,5.144943976402283,2.5922556579113003,18.347821521759034,3.3639095664024357
10,7.151536965370178,1.7464332520961763,11.065453147888185,13.130580520629884,10.320415306091308,13.815779972076417,10.850764942169189,9.864892292022704,9.185801124572754,10.00527515411377,-1.913702356815338,4.027616965770721,-2.3862464249134065,-0.3663234949111938,-1.0083875000476836,3.0010509729385375,0.7074996620416641,5.460442018508911,6.745523476600647,8.410893869400025,8.895363712310791,11.318302631378172,10.23041820526123,10.378999996185302,11.031713199615476,13.655344486236572,11.864354705810547,13.950833225250243,12.44068250656128,14.070336055755613,11.937212467193602,12.473584461212157,11.149340343475341,9.932272720336915,5.023534870147705,2.210475927591324,18.876643800735472,3.2284583806991582
